date,deepSleepTime,shallowSleepTime,wakeTime,start,stop,REMTime,naps
2022-09-13,0,0,0,2022-09-11 21:00:00+0000,2022-09-11 21:00:00+0000,0,
2022-09-14,0,0,0,2022-09-12 21:00:00+0000,2022-09-12 21:00:00+0000,0,
2022-09-15,0,0,0,2022-09-13 21:00:00+0000,2022-09-13 21:00:00+0000,0,
2022-09-16,0,0,0,2022-09-14 21:00:00+0000,2022-09-14 21:00:00+0000,0,
2022-09-17,0,0,0,2022-09-15 21:00:00+0000,2022-09-15 21:00:00+0000,0,
2022-09-18,0,0,0,2022-09-16 21:00:00+0000,2022-09-16 21:00:00+0000,0,
2022-09-19,0,0,0,2022-09-17 21:00:00+0000,2022-09-17 21:00:00+0000,0,
2022-09-20,0,0,0,2022-09-18 21:00:00+0000,2022-09-18 21:00:00+0000,0,
2022-09-21,0,0,0,2022-09-19 21:00:00+0000,2022-09-19 21:00:00+0000,0,
2022-09-22,0,0,0,2022-09-20 21:00:00+0000,2022-09-20 21:00:00+0000,0,
2022-09-23,0,0,0,2022-09-21 21:00:00+0000,2022-09-21 21:00:00+0000,0,
2022-09-24,0,0,0,2022-09-22 21:00:00+0000,2022-09-22 21:00:00+0000,0,
2022-09-25,0,0,0,2022-09-23 21:00:00+0000,2022-09-23 21:00:00+0000,0,
2022-09-26,0,0,0,2022-09-24 21:00:00+0000,2022-09-24 21:00:00+0000,0,
2022-09-27,0,0,0,2022-09-25 21:00:00+0000,2022-09-25 21:00:00+0000,0,
2022-09-28,0,0,0,2022-09-26 21:00:00+0000,2022-09-26 21:00:00+0000,0,
2022-09-29,0,0,0,2022-09-27 21:00:00+0000,2022-09-27 21:00:00+0000,0,
2022-09-30,0,0,0,2022-09-28 21:00:00+0000,2022-09-28 21:00:00+0000,0,
2022-10-01,0,0,0,2022-09-29 21:00:00+0000,2022-09-29 21:00:00+0000,0,
2022-10-02,0,0,0,2022-09-30 21:00:00+0000,2022-09-30 21:00:00+0000,0,
2022-10-03,0,0,0,2022-10-01 21:00:00+0000,2022-10-01 21:00:00+0000,0,
2022-10-04,0,0,0,2022-10-02 21:00:00+0000,2022-10-02 21:00:00+0000,0,
2022-10-05,0,0,0,2022-10-03 21:00:00+0000,2022-10-03 21:00:00+0000,0,
2022-10-06,151,344,0,2022-10-05 20:44:00+0000,2022-10-06 04:59:00+0000,0,
2022-10-07,51,346,0,2022-10-06 21:53:00+0000,2022-10-07 04:30:00+0000,0,
2022-10-08,131,339,81,2022-10-07 20:07:00+0000,2022-10-08 05:18:00+0000,0,
2022-10-09,0,0,0,2022-10-07 21:00:00+0000,2022-10-07 21:00:00+0000,0,
2022-10-10,0,0,0,2022-10-08 21:00:00+0000,2022-10-08 21:00:00+0000,0,
2022-10-11,187,420,5,2022-10-10 18:56:00+0000,2022-10-11 05:08:00+0000,0,
2022-10-12,135,482,33,2022-10-11 18:43:00+0000,2022-10-12 05:33:00+0000,0,
2022-10-13,0,0,0,2022-10-11 21:00:00+0000,2022-10-11 21:00:00+0000,0,
2022-10-14,124,342,0,2022-10-13 21:12:00+0000,2022-10-14 04:58:00+0000,0,
2022-10-15,88,259,0,2022-10-14 23:02:00+0000,2022-10-15 04:49:00+0000,0,
2022-10-16,0,0,0,2022-10-14 21:00:00+0000,2022-10-14 21:00:00+0000,0,
2022-10-17,0,0,0,2022-10-15 21:00:00+0000,2022-10-15 21:00:00+0000,0,
2022-10-18,0,0,0,2022-10-16 21:00:00+0000,2022-10-16 21:00:00+0000,0,
2022-10-19,111,393,0,2022-10-18 20:45:00+0000,2022-10-19 05:09:00+0000,0,
2022-10-20,0,0,0,2022-10-18 21:00:00+0000,2022-10-18 21:00:00+0000,0,
2022-10-21,135,350,0,2022-10-20 20:44:00+0000,2022-10-21 04:49:00+0000,0,
2022-10-22,0,0,0,2022-10-20 21:00:00+0000,2022-10-20 21:00:00+0000,0,
2022-10-23,0,0,0,2022-10-21 21:00:00+0000,2022-10-21 21:00:00+0000,0,
2022-10-24,0,0,0,2022-10-22 21:00:00+0000,2022-10-22 21:00:00+0000,0,
2022-10-25,116,220,0,2022-10-24 22:54:00+0000,2022-10-25 04:30:00+0000,0,
2022-10-26,125,348,2,2022-10-25 20:40:00+0000,2022-10-26 04:35:00+0000,0,
2022-10-27,139,300,0,2022-10-26 21:15:00+0000,2022-10-27 04:34:00+0000,0,
2022-10-28,0,0,0,2022-10-26 21:00:00+0000,2022-10-26 21:00:00+0000,0,
2022-10-29,0,0,0,2022-10-27 21:00:00+0000,2022-10-27 21:00:00+0000,0,
2022-10-30,0,0,0,2022-10-28 21:00:00+0000,2022-10-28 21:00:00+0000,0,
2022-10-31,0,0,0,2022-10-29 21:00:00+0000,2022-10-29 21:00:00+0000,0,
2022-11-01,0,0,0,2022-10-30 21:00:00+0000,2022-10-30 21:00:00+0000,0,
2022-11-02,278,777,13,2022-11-01 16:33:00+0000,2022-11-02 10:21:00+0000,0,
2022-11-03,176,264,3,2022-11-02 22:11:00+0000,2022-11-03 05:34:00+0000,0,
2022-11-04,152,267,0,2022-11-03 21:55:00+0000,2022-11-04 04:54:00+0000,0,
2022-11-05,174,434,81,2022-11-04 17:04:00+0000,2022-11-05 04:33:00+0000,0,
2022-11-06,116,326,0,2022-11-05 22:20:00+0000,2022-11-06 05:42:00+0000,0,
2022-11-07,81,296,0,2022-11-06 23:41:00+0000,2022-11-07 05:58:00+0000,0,
2022-11-08,122,375,18,2022-11-07 22:06:00+0000,2022-11-08 06:41:00+0000,0,
2022-11-09,163,380,80,2022-11-08 21:15:00+0000,2022-11-09 07:38:00+0000,0,
2022-11-10,212,403,2,2022-11-09 20:09:00+0000,2022-11-10 06:26:00+0000,0,
2022-11-11,96,408,4,2022-11-10 20:06:00+0000,2022-11-11 04:34:00+0000,0,
2022-11-12,0,0,0,2022-11-10 21:00:00+0000,2022-11-10 21:00:00+0000,0,
2022-11-13,115,233,0,2022-11-12 23:12:00+0000,2022-11-13 05:00:00+0000,0,
2022-11-14,249,414,31,2022-11-13 21:47:00+0000,2022-11-14 09:21:00+0000,0,
2022-11-15,114,331,0,2022-11-14 22:35:00+0000,2022-11-15 06:00:00+0000,0,
2022-11-16,109,258,0,2022-11-15 22:59:00+0000,2022-11-16 05:06:00+0000,0,
2022-11-17,147,393,0,2022-11-16 20:40:00+0000,2022-11-17 05:40:00+0000,0,
2022-11-18,175,241,0,2022-11-17 21:45:00+0000,2022-11-18 04:41:00+0000,0,
2022-11-19,142,285,0,2022-11-18 20:45:00+0000,2022-11-19 03:52:00+0000,0,
2022-11-20,0,0,0,2022-11-18 21:00:00+0000,2022-11-18 21:00:00+0000,0,
2022-11-21,181,344,0,2022-11-20 21:12:00+0000,2022-11-21 05:57:00+0000,0,
2022-11-22,60,334,0,2022-11-21 23:50:00+0000,2022-11-22 06:24:00+0000,0,
2022-11-23,104,358,0,2022-11-22 21:17:00+0000,2022-11-23 04:59:00+0000,0,
2022-11-24,93,290,0,2022-11-23 23:12:00+0000,2022-11-24 05:35:00+0000,0,
2022-11-25,109,293,0,2022-11-24 22:08:00+0000,2022-11-25 04:50:00+0000,0,
2022-11-26,112,264,0,2022-11-25 22:24:00+0000,2022-11-26 04:40:00+0000,0,
2022-11-27,0,0,0,2022-11-25 21:00:00+0000,2022-11-25 21:00:00+0000,0,
2022-11-28,131,338,0,2022-11-27 21:21:00+0000,2022-11-28 05:10:00+0000,0,
2022-11-29,131,429,2,2022-11-28 23:02:00+0000,2022-11-29 08:24:00+0000,0,
2022-11-30,196,533,25,2022-11-29 22:37:00+0000,2022-11-30 11:11:00+0000,0,
2022-12-01,118,356,2,2022-11-30 22:41:00+0000,2022-12-01 06:37:00+0000,0,
2022-12-02,119,271,2,2022-12-01 21:58:00+0000,2022-12-02 04:30:00+0000,0,
2022-12-03,78,256,0,2022-12-02 23:25:00+0000,2022-12-03 04:59:00+0000,0,
2022-12-04,0,0,0,2022-12-02 21:00:00+0000,2022-12-02 21:00:00+0000,0,
2022-12-05,158,293,63,2022-12-04 20:26:00+0000,2022-12-05 05:00:00+0000,0,
2022-12-06,170,287,0,2022-12-05 22:20:00+0000,2022-12-06 05:57:00+0000,0,
2022-12-07,195,269,0,2022-12-06 21:32:00+0000,2022-12-07 05:16:00+0000,0,
2022-12-08,176,272,0,2022-12-07 22:22:00+0000,2022-12-08 05:50:00+0000,0,
2022-12-09,169,281,0,2022-12-08 21:29:00+0000,2022-12-09 04:59:00+0000,0,
2022-12-10,183,410,0,2022-12-09 22:29:00+0000,2022-12-10 08:22:00+0000,0,
2022-12-11,0,0,0,2022-12-09 21:00:00+0000,2022-12-09 21:00:00+0000,0,
2022-12-12,121,338,0,2022-12-11 22:31:00+0000,2022-12-12 06:10:00+0000,0,
2022-12-13,0,0,0,2022-12-11 21:00:00+0000,2022-12-11 21:00:00+0000,0,
2022-12-14,103,261,0,2022-12-13 22:57:00+0000,2022-12-14 05:01:00+0000,0,
2022-12-15,0,0,0,2022-12-13 21:00:00+0000,2022-12-13 21:00:00+0000,0,
2022-12-16,122,215,0,2022-12-15 23:07:00+0000,2022-12-16 04:44:00+0000,0,
2022-12-17,0,0,0,2022-12-15 21:00:00+0000,2022-12-15 21:00:00+0000,0,
2022-12-18,11,56,0,2022-12-17 20:57:00+0000,2022-12-17 22:04:00+0000,0,
2022-12-19,125,339,3,2022-12-18 22:25:00+0000,2022-12-19 06:12:00+0000,0,
2022-12-20,146,290,0,2022-12-19 22:52:00+0000,2022-12-20 06:08:00+0000,0,
2022-12-21,99,278,0,2022-12-20 22:34:00+0000,2022-12-21 04:51:00+0000,0,
2022-12-22,91,316,0,2022-12-21 23:20:00+0000,2022-12-22 06:07:00+0000,0,
2022-12-23,79,255,0,2022-12-22 23:28:00+0000,2022-12-23 05:02:00+0000,0,
2022-12-24,90,217,0,2022-12-23 23:43:00+0000,2022-12-24 04:50:00+0000,0,
2022-12-25,109,240,0,2022-12-24 21:56:00+0000,2022-12-25 03:45:00+0000,0,
2022-12-26,0,0,0,2022-12-24 21:00:00+0000,2022-12-24 21:00:00+0000,0,
2022-12-27,0,0,0,2022-12-25 21:00:00+0000,2022-12-25 21:00:00+0000,0,
2022-12-28,124,304,0,2022-12-27 21:40:00+0000,2022-12-28 04:48:00+0000,0,
2022-12-29,104,322,2,2022-12-28 22:12:00+0000,2022-12-29 05:20:00+0000,0,
2022-12-30,122,231,2,2022-12-29 22:55:00+0000,2022-12-30 04:50:00+0000,0,
2022-12-31,0,0,0,2022-12-29 21:00:00+0000,2022-12-29 21:00:00+0000,0,
2023-01-01,0,0,0,2022-12-30 21:00:00+0000,2022-12-30 21:00:00+0000,0,
2023-01-02,120,295,2,2023-01-01 23:15:00+0000,2023-01-02 06:12:00+0000,0,
2023-01-03,97,231,0,2023-01-02 23:53:00+0000,2023-01-03 05:21:00+0000,0,
2023-01-04,116,206,0,2023-01-03 23:26:00+0000,2023-01-04 04:48:00+0000,0,
2023-01-05,74,344,0,2023-01-04 23:28:00+0000,2023-01-05 06:26:00+0000,0,
2023-01-06,91,289,0,2023-01-05 22:55:00+0000,2023-01-06 05:15:00+0000,0,
2023-01-07,121,311,2,2023-01-06 21:51:00+0000,2023-01-07 05:05:00+0000,0,
2023-01-08,134,500,53,2023-01-07 19:56:00+0000,2023-01-08 07:23:00+0000,0,
2023-01-09,170,279,0,2023-01-08 22:01:00+0000,2023-01-09 05:30:00+0000,0,
2023-01-10,141,324,0,2023-01-09 21:24:00+0000,2023-01-10 05:09:00+0000,0,
2023-01-11,123,237,0,2023-01-10 22:45:00+0000,2023-01-11 04:45:00+0000,0,
2023-01-12,203,326,2,2023-01-11 22:33:00+0000,2023-01-12 07:24:00+0000,0,
2023-01-13,176,238,0,2023-01-12 22:16:00+0000,2023-01-13 05:10:00+0000,0,
2023-01-14,0,0,0,2023-01-12 21:00:00+0000,2023-01-12 21:00:00+0000,0,
2023-01-15,0,0,0,2023-01-13 21:00:00+0000,2023-01-13 21:00:00+0000,0,
2023-01-16,121,113,0,2023-01-15 21:54:00+0000,2023-01-16 01:48:00+0000,0,
2023-01-17,142,255,0,2023-01-16 22:51:00+0000,2023-01-17 05:28:00+0000,0,
2023-01-18,0,0,0,2023-01-16 21:00:00+0000,2023-01-16 21:00:00+0000,0,
2023-01-19,0,0,0,2023-01-17 21:00:00+0000,2023-01-17 21:00:00+0000,0,
2023-01-20,104,121,0,2023-01-19 18:14:00+0000,2023-01-19 21:59:00+0000,0,
2023-01-21,0,0,0,2023-01-19 21:00:00+0000,2023-01-19 21:00:00+0000,0,
2023-01-22,0,0,0,2023-01-20 21:00:00+0000,2023-01-20 21:00:00+0000,0,
2023-01-23,0,0,0,2023-01-21 21:00:00+0000,2023-01-21 21:00:00+0000,0,
2023-01-24,131,263,0,2023-01-23 22:19:00+0000,2023-01-24 04:53:00+0000,0,
2023-01-25,0,0,0,2023-01-23 21:00:00+0000,2023-01-23 21:00:00+0000,0,
2023-01-26,0,0,0,2023-01-24 21:00:00+0000,2023-01-24 21:00:00+0000,0,
2023-01-27,0,0,0,2023-01-25 21:00:00+0000,2023-01-25 21:00:00+0000,0,
2023-01-28,0,0,0,2023-01-26 21:00:00+0000,2023-01-26 21:00:00+0000,0,
2023-01-29,0,0,0,2023-01-27 21:00:00+0000,2023-01-27 21:00:00+0000,0,
2023-01-30,0,0,0,2023-01-28 21:00:00+0000,2023-01-28 21:00:00+0000,0,
2023-01-31,0,126,0,2023-01-30 21:05:00+0000,2023-01-30 23:11:00+0000,0,
2023-02-01,0,0,0,2023-01-30 21:00:00+0000,2023-01-30 21:00:00+0000,0,
2023-02-02,0,0,0,2023-01-31 21:00:00+0000,2023-01-31 21:00:00+0000,0,
2023-02-03,0,0,0,2023-02-01 21:00:00+0000,2023-02-01 21:00:00+0000,0,
2023-02-04,0,0,0,2023-02-02 21:00:00+0000,2023-02-02 21:00:00+0000,0,
2023-02-05,0,0,0,2023-02-03 21:00:00+0000,2023-02-03 21:00:00+0000,0,
2023-02-06,0,0,0,2023-02-04 21:00:00+0000,2023-02-04 21:00:00+0000,0,
2023-02-07,0,0,0,2023-02-05 21:00:00+0000,2023-02-05 21:00:00+0000,0,
2023-02-08,0,0,0,2023-02-06 21:00:00+0000,2023-02-06 21:00:00+0000,0,
2023-02-09,123,282,2,2023-02-08 22:56:00+0000,2023-02-09 05:43:00+0000,0,
2023-02-10,117,275,0,2023-02-09 22:39:00+0000,2023-02-10 05:11:00+0000,0,
2023-02-11,145,410,3,2023-02-10 20:01:00+0000,2023-02-11 05:19:00+0000,0,
2023-02-12,0,0,0,2023-02-10 21:00:00+0000,2023-02-10 21:00:00+0000,0,
2023-02-13,0,0,0,2023-02-11 21:00:00+0000,2023-02-11 21:00:00+0000,0,
2023-02-14,0,0,0,2023-02-12 21:00:00+0000,2023-02-12 21:00:00+0000,0,
2023-02-15,0,0,0,2023-02-13 21:00:00+0000,2023-02-13 21:00:00+0000,0,
2023-02-16,179,310,3,2023-02-15 21:14:00+0000,2023-02-16 05:26:00+0000,0,
2023-02-17,55,353,0,2023-02-16 22:53:00+0000,2023-02-17 05:41:00+0000,0,
2023-02-18,0,0,0,2023-02-16 21:00:00+0000,2023-02-16 21:00:00+0000,0,
2023-02-19,0,0,0,2023-02-17 21:00:00+0000,2023-02-17 21:00:00+0000,0,
2023-02-20,201,384,6,2023-02-19 21:28:00+0000,2023-02-20 07:19:00+0000,0,
2023-02-21,211,323,0,2023-02-20 20:34:00+0000,2023-02-21 05:28:00+0000,0,
2023-02-22,140,301,3,2023-02-21 22:03:00+0000,2023-02-22 05:27:00+0000,0,
2023-02-23,0,0,0,2023-02-21 21:00:00+0000,2023-02-21 21:00:00+0000,0,
2023-02-24,0,0,0,2023-02-22 21:00:00+0000,2023-02-22 21:00:00+0000,0,
2023-02-25,179,335,0,2023-02-24 21:18:00+0000,2023-02-25 05:52:00+0000,0,
2023-02-26,80,307,0,2023-02-25 22:20:00+0000,2023-02-26 04:47:00+0000,0,
2023-02-27,183,323,0,2023-02-26 21:04:00+0000,2023-02-27 05:30:00+0000,0,
2023-02-28,163,292,0,2023-02-27 21:07:00+0000,2023-02-28 04:42:00+0000,0,
2023-03-01,167,329,2,2023-02-28 21:16:00+0000,2023-03-01 05:34:00+0000,0,
2023-03-02,105,288,0,2023-03-01 22:07:00+0000,2023-03-02 04:40:00+0000,0,
2023-03-03,65,336,0,2023-03-03 00:21:00+0000,2023-03-03 07:02:00+0000,0,
2023-03-04,152,407,0,2023-03-03 21:09:00+0000,2023-03-04 06:28:00+0000,0,
2023-03-05,134,375,0,2023-03-04 22:07:00+0000,2023-03-05 06:36:00+0000,0,
2023-03-06,163,256,0,2023-03-05 22:02:00+0000,2023-03-06 05:01:00+0000,0,
2023-03-07,139,261,0,2023-03-06 22:20:00+0000,2023-03-07 05:00:00+0000,0,
2023-03-08,191,354,2,2023-03-07 20:01:00+0000,2023-03-08 05:08:00+0000,0,
2023-03-09,87,350,0,2023-03-08 21:49:00+0000,2023-03-09 05:06:00+0000,0,
2023-03-10,127,240,0,2023-03-09 23:10:00+0000,2023-03-10 05:17:00+0000,0,
2023-03-11,175,362,0,2023-03-10 21:29:00+0000,2023-03-11 06:26:00+0000,0,
2023-03-12,126,326,0,2023-03-11 21:56:00+0000,2023-03-12 05:28:00+0000,0,
2023-03-13,159,303,2,2023-03-12 22:36:00+0000,2023-03-13 06:20:00+0000,0,
2023-03-14,103,329,0,2023-03-13 21:20:00+0000,2023-03-14 04:32:00+0000,0,
2023-03-15,144,290,0,2023-03-14 21:51:00+0000,2023-03-15 05:05:00+0000,0,
2023-03-16,114,254,0,2023-03-15 22:34:00+0000,2023-03-16 04:42:00+0000,0,
2023-03-17,156,313,0,2023-03-16 22:17:00+0000,2023-03-17 06:06:00+0000,0,
2023-03-18,109,283,0,2023-03-17 22:15:00+0000,2023-03-18 04:47:00+0000,0,
2023-03-19,117,323,0,2023-03-18 22:48:00+0000,2023-03-19 06:08:00+0000,0,
2023-03-20,161,366,0,2023-03-19 20:54:00+0000,2023-03-20 05:41:00+0000,0,
2023-03-21,134,273,0,2023-03-20 22:31:00+0000,2023-03-21 05:18:00+0000,0,
2023-03-22,141,279,0,2023-03-21 22:00:00+0000,2023-03-22 05:00:00+0000,0,
2023-03-23,103,306,0,2023-03-22 22:04:00+0000,2023-03-23 04:53:00+0000,0,
2023-03-24,149,272,0,2023-03-23 22:30:00+0000,2023-03-24 05:31:00+0000,0,
2023-03-25,134,303,0,2023-03-24 21:53:00+0000,2023-03-25 05:10:00+0000,0,
2023-03-26,236,373,0,2023-03-25 22:05:00+0000,2023-03-26 08:14:00+0000,0,
2023-04-01,71,249,0,2023-03-31 23:41:00+0000,2023-04-01 05:01:00+0000,0,
2023-04-02,115,428,0,2023-04-01 21:00:00+0000,2023-04-02 06:03:00+0000,0,
2023-04-03,84,316,0,2023-04-02 22:35:00+0000,2023-04-03 05:15:00+0000,0,
2023-04-04,95,268,0,2023-04-03 23:37:00+0000,2023-04-04 05:40:00+0000,0,
2023-04-05,177,318,25,2023-04-04 21:26:00+0000,2023-04-05 06:06:00+0000,0,
2023-04-06,114,297,0,2023-04-05 22:47:00+0000,2023-04-06 05:38:00+0000,0,
2023-04-07,122,341,0,2023-04-06 23:20:00+0000,2023-04-07 07:03:00+0000,0,
2023-04-08,108,215,0,2023-04-07 22:17:00+0000,2023-04-08 03:40:00+0000,0,
2023-04-09,195,429,0,2023-04-08 17:19:00+0000,2023-04-09 03:43:00+0000,0,
2023-04-10,0,0,0,2023-04-08 21:00:00+0000,2023-04-08 21:00:00+0000,0,
2023-04-11,26,63,0,2023-04-10 19:49:00+0000,2023-04-10 21:18:00+0000,0,
2023-04-12,119,278,2,2023-04-11 22:19:00+0000,2023-04-12 04:58:00+0000,0,
2023-04-13,96,270,0,2023-04-12 22:17:00+0000,2023-04-13 04:23:00+0000,0,
2023-04-14,109,271,0,2023-04-13 23:27:00+0000,2023-04-14 05:47:00+0000,0,
2023-04-15,172,390,0,2023-04-14 20:58:00+0000,2023-04-15 06:20:00+0000,0,
2023-04-16,60,254,0,2023-04-16 00:28:00+0000,2023-04-16 05:42:00+0000,0,
2023-04-17,141,268,0,2023-04-16 22:35:00+0000,2023-04-17 05:24:00+0000,0,
2023-04-18,175,283,2,2023-04-17 21:37:00+0000,2023-04-18 05:17:00+0000,0,
2023-04-19,96,335,2,2023-04-18 22:47:00+0000,2023-04-19 06:00:00+0000,0,
2023-04-20,119,266,0,2023-04-19 23:11:00+0000,2023-04-20 05:36:00+0000,0,
2023-04-21,60,279,0,2023-04-21 00:15:00+0000,2023-04-21 05:54:00+0000,0,
2023-04-22,192,312,0,2023-04-21 21:56:00+0000,2023-04-22 06:20:00+0000,0,
2023-04-23,107,233,2,2023-04-23 00:37:00+0000,2023-04-23 06:19:00+0000,0,
2023-04-24,115,210,0,2023-04-23 23:21:00+0000,2023-04-24 04:46:00+0000,0,
2023-04-25,66,289,0,2023-04-24 23:32:00+0000,2023-04-25 05:27:00+0000,0,
2023-04-26,135,276,0,2023-04-25 23:22:00+0000,2023-04-26 06:13:00+0000,0,
2023-04-27,152,271,0,2023-04-26 23:38:00+0000,2023-04-27 06:41:00+0000,0,
2023-04-28,118,292,0,2023-04-27 23:33:00+0000,2023-04-28 06:23:00+0000,0,
2023-04-29,156,368,0,2023-04-28 22:15:00+0000,2023-04-29 06:59:00+0000,0,
2023-04-30,90,240,0,2023-04-29 22:27:00+0000,2023-04-30 03:57:00+0000,0,
2023-05-01,154,354,0,2023-04-30 20:44:00+0000,2023-05-01 05:12:00+0000,0,
2023-05-02,90,391,2,2023-05-01 21:33:00+0000,2023-05-02 05:36:00+0000,0,
2023-05-03,159,325,0,2023-05-02 21:37:00+0000,2023-05-03 05:41:00+0000,0,
2023-05-04,115,232,2,2023-05-03 23:47:00+0000,2023-05-04 05:36:00+0000,0,
2023-05-05,145,273,0,2023-05-04 22:39:00+0000,2023-05-05 05:37:00+0000,0,
2023-05-06,88,319,0,2023-05-05 23:49:00+0000,2023-05-06 06:36:00+0000,0,
2023-05-07,143,357,0,2023-05-06 21:50:00+0000,2023-05-07 06:10:00+0000,0,
2023-05-08,177,337,0,2023-05-07 21:05:00+0000,2023-05-08 05:39:00+0000,0,
2023-05-09,89,415,3,2023-05-08 21:14:00+0000,2023-05-09 05:41:00+0000,0,
2023-05-10,113,336,0,2023-05-09 21:52:00+0000,2023-05-10 05:21:00+0000,0,
2023-05-11,128,385,2,2023-05-10 21:25:00+0000,2023-05-11 06:00:00+0000,0,
2023-05-12,129,319,0,2023-05-11 22:10:00+0000,2023-05-12 05:38:00+0000,0,
2023-05-13,108,286,0,2023-05-12 23:04:00+0000,2023-05-13 05:38:00+0000,0,
2023-05-14,139,192,3,2023-05-14 01:32:00+0000,2023-05-14 07:06:00+0000,0,
2023-05-15,125,115,0,2023-05-15 01:30:00+0000,2023-05-15 05:30:00+0000,0,
2023-05-16,109,311,8,2023-05-15 22:26:00+0000,2023-05-16 05:34:00+0000,0,
2023-05-17,139,315,0,2023-05-16 22:56:00+0000,2023-05-17 06:30:00+0000,0,
2023-05-18,82,313,0,2023-05-17 22:22:00+0000,2023-05-18 04:57:00+0000,0,
2023-05-19,135,264,0,2023-05-19 00:11:00+0000,2023-05-19 06:50:00+0000,0,
2023-05-20,92,358,0,2023-05-19 22:50:00+0000,2023-05-20 06:20:00+0000,0,
2023-05-21,119,331,0,2023-05-20 23:27:00+0000,2023-05-21 06:57:00+0000,0,
2023-05-22,146,361,2,2023-05-21 22:01:00+0000,2023-05-22 06:30:00+0000,0,
2023-05-23,145,334,3,2023-05-22 21:40:00+0000,2023-05-23 05:42:00+0000,0,
2023-05-24,101,363,4,2023-05-23 22:20:00+0000,2023-05-24 06:08:00+0000,0,
2023-05-25,123,257,2,2023-05-24 23:25:00+0000,2023-05-25 05:47:00+0000,0,
2023-05-26,78,378,4,2023-05-25 22:33:00+0000,2023-05-26 06:13:00+0000,0,
2023-05-27,0,0,0,2023-05-25 21:00:00+0000,2023-05-25 21:00:00+0000,0,
2023-05-28,120,323,0,2023-05-27 23:49:00+0000,2023-05-28 07:12:00+0000,0,
2023-05-29,121,315,2,2023-05-28 23:09:00+0000,2023-05-29 06:27:00+0000,0,
2023-05-30,74,297,0,2023-05-30 00:07:00+0000,2023-05-30 06:18:00+0000,0,
2023-05-31,160,307,0,2023-05-30 22:24:00+0000,2023-05-31 06:11:00+0000,0,
2023-06-01,124,334,88,2023-05-31 23:16:00+0000,2023-06-01 08:22:00+0000,0,
2023-06-02,161,383,0,2023-06-01 21:03:00+0000,2023-06-02 06:07:00+0000,0,
2023-06-03,77,285,0,2023-06-02 23:28:00+0000,2023-06-03 05:30:00+0000,0,
2023-06-04,119,221,0,2023-06-04 00:10:00+0000,2023-06-04 05:50:00+0000,0,
2023-06-05,149,218,0,2023-06-04 23:43:00+0000,2023-06-05 05:50:00+0000,0,
2023-06-06,193,566,17,2023-06-05 23:09:00+0000,2023-06-06 12:05:00+0000,0,
2023-06-07,101,261,0,2023-06-06 23:18:00+0000,2023-06-07 05:20:00+0000,0,
