date,deepSleepTime,shallowSleepTime,wakeTime,start,stop,REMTime,naps
2021-10-14,0,0,0,2021-10-12 21:00:00+0000,2021-10-12 21:00:00+0000,0,
2021-10-15,0,0,0,2021-10-13 21:00:00+0000,2021-10-13 21:00:00+0000,0,
2021-10-16,0,0,0,2021-10-14 21:00:00+0000,2021-10-14 21:00:00+0000,0,
2021-10-17,0,0,0,2021-10-15 21:00:00+0000,2021-10-15 21:00:00+0000,0,
2021-10-18,0,0,0,2021-10-16 21:00:00+0000,2021-10-16 21:00:00+0000,0,
2021-10-19,0,0,0,2021-10-17 21:00:00+0000,2021-10-17 21:00:00+0000,0,
2021-10-20,0,0,0,2021-10-18 21:00:00+0000,2021-10-18 21:00:00+0000,0,
2021-10-21,0,0,0,2021-10-19 21:00:00+0000,2021-10-19 21:00:00+0000,0,
2021-10-22,0,0,0,2021-10-20 21:00:00+0000,2021-10-20 21:00:00+0000,0,
2021-10-23,0,0,0,2021-10-21 21:00:00+0000,2021-10-21 21:00:00+0000,0,
2021-10-24,0,0,0,2021-10-22 21:00:00+0000,2021-10-22 21:00:00+0000,0,
2021-10-25,0,0,0,2021-10-23 21:00:00+0000,2021-10-23 21:00:00+0000,0,
2021-10-26,0,0,0,2021-10-24 21:00:00+0000,2021-10-24 21:00:00+0000,0,
2021-10-27,0,0,0,2021-10-25 21:00:00+0000,2021-10-25 21:00:00+0000,0,
2021-10-28,0,0,0,2021-10-26 21:00:00+0000,2021-10-26 21:00:00+0000,0,
2021-10-29,0,0,0,2021-10-27 21:00:00+0000,2021-10-27 21:00:00+0000,0,
2021-10-30,0,0,0,2021-10-28 21:00:00+0000,2021-10-28 21:00:00+0000,0,
2021-10-31,0,0,0,2021-10-29 21:00:00+0000,2021-10-29 21:00:00+0000,0,
2021-11-01,0,0,0,2021-10-30 21:00:00+0000,2021-10-30 21:00:00+0000,0,
2021-11-02,0,0,0,2021-10-31 21:00:00+0000,2021-10-31 21:00:00+0000,0,
2021-11-03,0,0,0,2021-11-01 21:00:00+0000,2021-11-01 21:00:00+0000,0,
2021-11-04,0,0,0,2021-11-02 21:00:00+0000,2021-11-02 21:00:00+0000,0,
2021-11-05,0,0,0,2021-11-03 21:00:00+0000,2021-11-03 21:00:00+0000,0,
2021-11-06,0,0,0,2021-11-04 21:00:00+0000,2021-11-04 21:00:00+0000,0,
2021-11-07,86,236,0,2021-11-06 21:29:00+0000,2021-11-07 02:51:00+0000,0,
2021-11-08,180,351,3,2021-11-07 19:41:00+0000,2021-11-08 04:35:00+0000,0,
2021-11-09,146,341,0,2021-11-08 20:34:00+0000,2021-11-09 04:41:00+0000,0,
2021-11-10,74,278,0,2021-11-09 23:16:00+0000,2021-11-10 05:08:00+0000,0,
2021-11-11,0,0,0,2021-11-09 21:00:00+0000,2021-11-09 21:00:00+0000,0,
2021-11-12,139,246,4,2021-11-11 22:18:00+0000,2021-11-12 04:47:00+0000,0,
2021-11-13,129,389,3,2021-11-12 20:20:00+0000,2021-11-13 05:01:00+0000,0,
2021-11-14,76,215,0,2021-11-14 00:39:00+0000,2021-11-14 05:30:00+0000,0,
2021-11-15,0,0,0,2021-11-13 21:00:00+0000,2021-11-13 21:00:00+0000,0,
2021-11-16,0,0,0,2021-11-14 21:00:00+0000,2021-11-14 21:00:00+0000,0,
2021-11-17,0,0,0,2021-11-15 21:00:00+0000,2021-11-15 21:00:00+0000,0,
2021-11-18,386,877,35,2021-11-17 17:22:00+0000,2021-11-18 15:00:00+0000,0,
2021-11-19,214,421,60,2021-11-18 22:16:00+0000,2021-11-19 09:51:00+0000,0,
